191028_1538,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,TimeTOVBB1DiaUdvozles1OK,IDnumber,TimeTOVBB1diaAzonositoMegadasaOK,kezeles,kor,nem,TimeTOVBB2DiaAdatokOK,TimeTOVBB3DiaKockadobasOK,TimeTOVBB4DiaAJatekMeneteOK,TimeTOVBB41diaTmogathatAlaptvnyokOK,TimeTOVBB5DiaANyeremenyOK,honest,dobas,dobas_proba,tovabb,double,TimeTOVBB6DiaGyakorloDobasok1aOK,win,TimeTOVBB7DiaGyakorloDobasok1bOK,TimeTOVBB8DiaGyakorloDobasok2aOK,TimeTOVBB9DiaGyakorloDobasok2bOK,TimeTOVBB8DiaGyakorloDobasok3aOK,TimeTOVBB9DiaGyakorloDobasok3bOK,TimeTOVBB8DiaGyakorloDobasok4aOK,TimeTOVBB9DiaGyakorloDobasok4bOK,TimeTOVBB8DiaGyakorloDobasok5aOK,TimeTOVBB9DiaGyakorloDobasok5bOK,TimeKEZDS11DiaAJatekKezdeteOK,TimeTOVBB41diaTmogathatAlaptvnyok2OK,alapitvany,TimeTOVBB111AlapitvanyValasztasOK,dobas1,double1,dishonestdist,dishonest0,dishonest1,TimeTOVBB13DiaDobasNyeremenyert1bOK,win1,TimeTOVBB14DiaDobasNyeremenyert1cOK,dobas2,double2,dishonest2,TimeTOVBB13DiaDobasNyeremenyert2bujOK,win2,TimeTOVBB14DiaDobasNyeremenyert2cujOK,dobas3,double3,dishonest3,TimeTOVBB19DiaDobasNyeremenyert3bOK,win3,TimeTOVBB20DiaDobasNyeremenyert3cOK,dobas4,double4,dishonest4,TimeTOVBB19DiaDobasNyeremenyert4bOK,win4,TimeTOVBB20DiaDobasNyeremenyert4cOK,dobas5,double5,dishonest5,TimeTOVBB19DiaDobasNyeremenyert5bOK,win5,TimeTOVBB20DiaDobasNyeremenyert5cOK,dobas6,double6,dishonest6,TimeTOVBB19DiaDobasNyeremenyert6bOK,win6,TimeTOVBB20DiaDobasNyeremenyert6cOK,dobas7,double7,dishonest7,TimeTOVBB19DiaDobasNyeremenyert7bOK,win7,TimeTOVBB20DiaDobasNyeremenyert7cOK,dobas8,double8,dishonest8,TimeTOVBB19DiaDobasNyeremenyert8bOK,win8,TimeTOVBB20DiaDobasNyeremenyert8cOK,dobas9,double9,dishonest9,TimeTOVBB19DiaDobasNyeremenyert9bOK,win9,TimeTOVBB20DiaDobasNyeremenyert9cOK,dobas10,double10,dishonest10,TimeTOVBB19DiaDobasNyeremenyert10bOK,win10,TimeTOVBB20DiaDobasNyeremenyert10cOK,dobas11,double11,dishonest11,TimeTOVBB19DiaDobasNyeremenyert11bOK,win11,TimeTOVBB20DiaDobasNyeremenyert11cOK,dobas12,double12,dishonest12,TimeTOVBB19DiaDobasNyeremenyert12bOK,win12,TimeTOVBB20DiaDobasNyeremenyert12cOK,dobas13,double13,dishonest13,TimeTOVBB19DiaDobasNyeremenyert13bOK,win13,TimeTOVBB20DiaDobasNyeremenyert13cOK,dobas14,double14,dishonest14,TimeTOVBB19DiaDobasNyeremenyert14bOK,win14,TimeTOVBB20DiaDobasNyeremenyert14cOK,dobas15,double15,dishonest15,TimeTOVBB19DiaDobasNyeremenyert15bOK,win15,TimeTOVBB20DiaDobasNyeremenyert15cOK,dobas16,double16,dishonest16,TimeTOVBB19DiaDobasNyeremenyert16bOK,win16,TimeTOVBB20DiaDobasNyeremenyert16cOK,dobas17,double17,dishonest17,TimeTOVBB19DiaDobasNyeremenyert17bOK,win17,TimeTOVBB20DiaDobasNyeremenyert17cOK,dobas18,double18,dishonest18,TimeTOVBB19DiaDobasNyeremenyert18bOK,win18,TimeTOVBB20DiaDobasNyeremenyert18cOK,dobas19,double19,dishonest19,TimeTOVBB19DiaDobasNyeremenyert19bOK,win19,TimeTOVBB20DiaDobasNyeremenyert19cOK,dobas20,double20,dishonest20,TimeTOVBB19DiaDobasNyeremenyert20bOK,win20,TimeTOVBB20DiaDobasNyeremenyert20cOK,TimeTOVBB27DiaAGepKisorsoljaANyeremenytOK,nyeremeny_sorszam,nyeremeny,LeaveStage
proba_191028_1538,1,subjects,1,1,1,0,0,1,27,1000,28,dishonest_charity,22,3,96,30,27,30,99999,4,2,1,-1,0,28,0,99999,27,30,26,30,27,30,28,29,60,30,2,98,6,1,188,5,6,15,1800,30,5,1,5,27,1500,23,2,1,2,28,600,99999,1,0,5,28,0,99999,6,1,6,28,1800,99999,3,0,6,27,0,28,1,1,1,28,300,99999,1,1,1,29,300,28,4,0,6,29,0,30,4,0,5,27,0,29,4,1,4,29,1200,99999,5,0,6,27,0,99999,5,0,6,22,0,30,4,0,6,29,0,30,4,0,5,28,0,99999,5,1,5,27,1500,30,5,1,5,28,1500,99999,4,0,6,28,0,30,4,0,5,28,0,27,5,1,5,29,1500,28,25,1,1800,0
